genome,SAMN11252254,SAMN11252255,SAMN11252256,SAMN11252262,SAMN11252263,SAMN11252275,SAMN11252274,SAMN11252283,SAMEA104445526,SAMEA104445525,SAMEA104445529,SAMEA104445528,SAMEA104445530,SAMEA104445531,SAMEA104445534,SAMEA104445592,SAMEA104445593,SAMEA104445594,SAMEA104445597,SAMEA104445598,SAMEA104445599,SAMN20292760,SAMN20292761,SAMN20292772,SAMN20292783,SAMN20292789,SAMN20292792,SAMN20292795,SAMN20292804,SAMN20292809,SAMN20292819,SAMN20292821,SAMN20292827,SAMN20292828,SAMN20292831,SAMN20292832,SAMN20292835,SAMN20292837,SAMN20292841,SAMN20292843,SAMN20292847,SAMN20292853,SAMN20292852,SAMN20292855,SAMN20292859,SAMN20292861,SAMN20292871,SAMN20292879,SAMN20292880,SAMN20292881,SAMN20292886,SAMN20292885,SAMN20292887,SAMN20292890,SAMN20292896,SAMN20292895,SAMN20292897,SAMN20292900,SAMN20292901,SAMN20292902,SAMN20292904,SAMN20292908,SAMN20292911,SAMN20292913,SAMN20292916,SAMN20292915,SAMN20292922,SAMN20292926,SAMN20292925,SAMN05615097,SAMN05615096,SAMN05615099,SAMN05615098,SAMN05615101,SAMN05615100,SAMN05615102,SAMN05826491,SAMN05826501,SAMN05826500,SAMN05826515,SAMN05826536,SAMN05826538,SAMN05826558,SAMN05826557,SAMN05826561,SAMN05826571,SAMN05826608,SAMN05826610,SAMN05826623,SAMN05826636,SAMN05826637,SAMN05826638,SAMN05826664,SAMN05826709,SAMN05826708,SAMN05826714,SAMN05826712,SAMN05826725,SAMN05826739,SAMN05826757,SAMN05826762,SAMN05826760,SAMN05826799,SAMN05826817,SAMN05826821,SAMN05826829,SAMN05826851,SAMN05826867,SAMN05826866,SAMN05826881,SAMN05826883,SAMN05826891,SAMN05826895,SAMN05826900,SAMN05826901,SAMN05826911,SAMN05826913,SAMN05826984,SAMN05826982,SAMN05827028,SAMN05827054,SAMN05827058,SAMN05827062,SAMN05827094,SAMN05827109,SAMN05827113,SAMN05827138,SAMN05827141,SAMN05827144,SAMN05827149,SAMN05827148,SAMN05827151,SAMN05827152,SAMN05827158,SAMN05827163,SAMN05827164,SAMN05827165,SAMN05827171,SAMN05827173,SAMN05827197,SAMN05827201,SAMN05827209,SAMN05827218,SAMN05827216,SAMN05827222,SAMN05827220,SAMN05827224,SAMN05827227,SAMN05827229,SAMN05827228,SAMN05827232,SAMN05827233,SAMN05827239,SAMN05827240,SAMN05827246,SAMN05827252,SAMN05827253,SAMN05827255,SAMN05827258,SAMN05827261,SAMN05827264,SAMN05827265,SAMN05827267,SAMN18039993,SAMN18039992,SAMN18039995,SAMN18039994,SAMN18039997,SAMN18039996,SAMN18039999,SAMN18039998,SAMN18040001,SAMN18040000,SAMN18040007,SAMN18040009,SAMN18040008,SAMN18040011,SAMN18040010,SAMN18040013,SAMN18040012,SAMN18040015,SAMN18040014,SAMN18040016,SAMN18040017,SAMN18040019,SAMN18040018,SAMN18040021,SAMN18040020,SAMN18040023,SAMN18040022,SAMN18040024,SAMN18040025,SAMN18040027,SAMN18040026,SAMN18040029,SAMN18040028,SAMN18040031,SAMN18040030,SAMN18040033,SAMN18040032,SAMN18040034,SAMN18040035,SAMN18040037,SAMN18040036,SAMN18040039,SAMN18040040,SAMN18040041,SAMN18040043,SAMN18040042,SAMN18040044,SAMN18040045,SAMN18040046,SAMN18040047,SAMN18040048,SAMN18040049,SAMN18040050,SAMN18040051,SAMN18040052,SAMN18040053,SAMN18040054,SAMN18040055,SAMN18040056,SAMN18040057,SAMN18040059,SAMN18040058,SAMN18040061,SAMN18040060,SAMN18040062,SAMN18040063,SAMN18040065,SAMN18040064,SAMN18040066,SAMN18040067,SAMN18040068,SAMN18040069,SAMN18040071,SAMN18040070,SAMN18040072,SAMN18040073,SAMN18040074,SAMN18040075,SAMN18040092,SAMN18040093,SAMN18040095,SAMN18040094,SAMN18040096,SAMN18040097,SAMN18040099,SAMN18040098,SAMN18040100,SAMN18040101,SAMN18040103,SAMN18040102,SAMN18040105,SAMN18040104,SAMN18040106,SAMN18040107,SAMN18040109,SAMN18040108,SAMN18040111,SAMN18040110,SAMN18040113,SAMN18040112,SAMN18040114,SAMN18040115,SAMN18040116,SAMN18040117,SAMEA2579906,SAMEA2579908,SAMEA2579911,SAMEA2579913,SAMEA2579915,SAMEA2579918,SAMEA2579920,SAMEA2579922,SAMEA2579924,SAMEA2579926,SAMEA2579928,SAMEA2579930,SAMEA2579934,SAMEA2579932,SAMEA2579936,SAMEA2579943,SAMEA2579945,SAMEA2579951,SAMEA2579953,SAMEA2579955,SAMEA2579959,SAMEA2579960,SAMEA2579962,SAMEA2579964,SAMEA2579966,SAMEA2579969,SAMEA2579971,SAMEA2579973,SAMEA2579977,SAMEA2579979,SAMEA2579985,SAMEA2579987,SAMEA2579997,SAMEA2580001,SAMEA2580009,SAMEA2580003,SAMEA2580011,SAMEA2580013,SAMEA2580015,SAMEA2580018,SAMEA2580020,SAMEA2580023,SAMEA2580025,SAMEA2580027,SAMEA2580031,SAMEA2580029,SAMEA2580041,SAMEA2580043,SAMEA2580045,SAMEA2580047,SAMEA2580053,SAMEA2580055,SAMEA2580061,SAMEA2580063,SAMEA2580069,SAMEA2580071,SAMEA2580073,SAMEA2580075,SAMEA2580077,SAMEA2580081,SAMEA2580083,SAMEA2580089,SAMEA2580091,SAMEA2580093,SAMEA2580095,SAMEA2580103,SAMEA2580105,SAMEA2580107,SAMEA2580109,SAMEA2580113,SAMEA2580119,SAMEA2580125,SAMEA2580127,SAMEA2580129,SAMEA2580131,SAMEA2580133,SAMEA2580135,SAMEA2580141,SAMEA2580142,SAMEA2580144,SAMEA2580149,SAMEA2580147,SAMEA2580153,SAMEA2580155,SAMEA2580157,SAMEA2580159,SAMEA2580167,SAMEA2580169,SAMEA2580173,SAMEA2580181,SAMEA2580183,SAMEA2580185,SAMEA2580189,SAMEA2580187,SAMEA2580201,SAMEA2580203,SAMEA2580205,SAMEA2580207,SAMEA2580215,SAMEA2580217,SAMEA2580219,SAMEA2580221,SAMEA2580223,SAMEA2580225,SAMEA2580227,SAMEA2580229,SAMEA2580233,SAMEA2580231,SAMEA2580235,SAMEA2580241,SAMEA2580243,SAMEA2580245,SAMEA2580247,SAMEA2580249,SAMEA2580251,SAMEA2580257,SAMEA2580261,SAMEA2580263,SAMEA2580265,SAMEA2580273,SAMEA2580275,SAMEA2580285,SAMEA2580291,SAMEA2580293,SAMEA2580295,SAMEA2580297,SAMEA2580299,SAMEA112437701,SAMEA112437709,SAMEA112437710,SAMEA112437718,SAMEA112437720,SAMEA112437722,SAMEA112437723,SAMEA112437725,SAMEA112437728,SAMEA112437732,SAMEA112437742,SAMEA112437744,SAMEA112437746,SAMEA112437760,SAMEA112437762,SAMEA112437766,SAMEA112437784,SAMEA112437785,SAMEA112437788,SAMEA112437790,SAMEA112437789,SAMEA112437793,SAMEA112437794,SAMEA112437795,SAMEA112437799,SAMEA112437800,SAMEA112437801,SAMEA112437804,SAMEA112437803,SAMEA112437806,SAMEA112437807,SAMEA112437808,SAMEA112437816,SAMEA112437824,SAMEA112437828,SAMEA112437831,SAMEA112437832,SAMEA112437834,SAMEA112437833,SAMEA112437835,SAMEA112437836,SAMEA112437837,SAMEA112437841,SAMEA112437851,SAMEA112437857,SAMEA112437860,SAMEA112437863,SAMEA112437864,SAMEA112437866,SAMEA112437874,SAMEA112437873,SAMEA112437884,SAMEA112437885,SAMEA112437887,SAMEA112437892,SAMEA112437894,SAMEA112437895,SAMEA112437899,SAMEA112437900,SAMEA112437902,SAMEA112437903,SAMEA112437904,SAMEA112437905,SAMEA112437906,SAMEA112437908,SAMEA112437907,SAMEA112437909,SAMEA112437911,SAMEA112437912,SAMEA112437914,SAMEA112437916,SAMEA112437915,SAMEA112437917,SAMEA112437925,SAMEA112437926,SAMEA112437928,SAMEA112437930,SAMEA112437929,SAMEA112437931,SAMEA112437935,SAMEA112437937,SAMEA112437938,SAMEA112437940,SAMEA112437942,SAMEA112437941,SAMEA112437943,SAMEA112437946,SAMEA112437947,SAMEA112437948,SAMEA112437952,SAMEA112437951,SAMEA112437961,SAMEA112437966,SAMEA112437968,SAMEA112437967,SAMEA112437970,SAMEA112437969,SAMEA112437971,SAMEA112438035,SAMEA112438038,SAMEA112438037,SAMEA112438040,SAMEA112438042,SAMEA112438041,SAMEA112438043,SAMEA112438044,SAMEA112438107,SAMEA112438113,SAMEA112438117,SAMEA112438126,SAMEA112438203,SAMEA112438265,SAMEA112438275,SAMEA112438298,SAMEA112438334,SAMEA112438337,SAMEA112438418,SAMEA112438420,SAMEA112438428,SAMEA112438437,SAMEA112438439,SAMEA112438440,SAMEA112438441,SAMEA112438445,SAMEA112438448,SAMEA112438457,SAMEA112438459,SAMEA112438467,SAMEA112438465,SAMEA112438468,SAMEA112438471,SAMEA112438481,SAMEA112438485,SAMEA112438489,SAMEA112438497,SAMEA112438509,SAMEA112438511,SAMEA112438523,SAMEA112438519,SAMEA112438543,SAMEA112438547,SAMEA112438558,SAMEA112438564,SAMEA112438570
GCF_008121495.1,3549,0,0,0,750,0,0,13,0,0,0,0,0,0,0,0,340,54,309,151,0,4,18,22,165,0,34,224,0,0,500,0,0,98,115,0,0,0,0,5,0,3,68,11,0,17,11458,132,93,244,49,36,142,32,0,0,0,69,324,10,49,47,52,8,23,43,104,8,64,0,100,0,87,0,0,465,12,0,2,321,38,14,0,111,0,65,35,2409,199,0,230,4145,2918,446,93,465,739,0,104,184,0,164,77,42,485,0,0,0,0,0,0,529,2766,0,0,0,0,37,483,15,39,377,0,538,2329,0,534,525,0,0,843,0,0,0,473,885,4144,0,0,0,0,0,22,0,0,9858,0,2578,0,0,393,523,0,0,0,239,740,0,0,708,119,0,5347,0,21,0,0,0,0,1025,2,0,4,42,0,0,0,59,0,22,0,0,0,6,0,0,0,0,0,1263,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2863,0,3,0,57,0,4186,0,0,0,0,0,81,18,0,0,0,76,1197,0,175,392,0,1707,0,2,0,45,447,2909,2863,237,17,0,66,171,0,0,0,0,0,23,102,0,0,0,0,0,0,0,0,743,0,0,1,0,0,0,0,0,3,0,0,1764,0,1934,0,0,1297,68,0,0,319,0,265,8,0,0,2569,0,232,0,415,91,267,9,8,0,0,718,0,17,0,1372,3,1371,209,958,4958,4,195,23,67,0,113,0,25,0,0,678,17,209,0,1573,0,167,0,33,0,175,0,743,11,155,1881,0,128,0,355,0,2045,0,3,0,147,0,162,0,561,0,48,262,0,986,0,111,0,64,0,162,0,27,212,0,1568,72,0,4339,1,95,0,0,199,0,254,0,4,0,1191,8486,344,3433,65,2,12,0,15,0,806,9,0,36,9,8,175,0,4,213,272,0,0,0,0,0,0,0,0,0,44,0,0,0,987,1782,1391,41,0,0,0,0,0,0,0,0,0,0,1408,126,1917,14,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,38,0,0,0,86,3532,721,6,1239,0,148,0,0,375,13,0,0,0,0,1931,6701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5057,0,0,15,0,0,0,0,0,0,104,344,29,0,0,14,0,0,0,0,41,0,52,0,54,1,0,10,0,456,77,0,0,0,0,0
GCF_001042615.1,2130,0,0,0,0,1164,0,13000,0,0,0,0,0,0,0,0,3440,1220,4793,3543,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_010669225.1,1915,0,0,0,0,0,0,132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0,9,0,0,0,0,5,0,299,0,0,0,0,0,0,0,0,0,0,0,382,0,1105,0,132,0,70,0,49,168,27,303,0,0,20,0,739,2775,133,31,0,48,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1322,0,0,0,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286,1188,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,22590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276,28,0,3636,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_002224675.1,1678,2867,0,45,0,2128,429,371,0,0,0,0,86,57,71,0,0,0,0,0,0,1973,0,0,5667,1106,1111,0,1399,4808,0,740,0,0,0,2341,3544,3299,0,37,4529,1,0,3760,3109,202,0,0,0,936,246,2083,0,668,11785,8966,13978,2,1,0,0,1742,11750,582,0,0,0,0,1292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1388,409,3351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,636,0,0,0,0,0,0,0,0,0,0,0,106,0,221,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0,0,30786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11481,0,0,0,0,0,0,186,0,8850,0,0,0,0,0,0,0,0,0,0,0
GCF_001025135.1,1291,1470,0,0,168,2361,0,701,793,4107,2441,75,383,1797,1312,0,0,0,0,0,0,41,17,0,0,0,1698,0,73,0,2185,0,0,2974,66,0,1484,112,0,72,0,84,0,527,198,246,0,0,2199,202,112,572,1918,487,1271,3251,859,0,0,576,764,4691,501,279,327,0,648,277,245,1320,523,0,62,0,6710,0,0,94,851,228,232,906,3456,3550,130,3599,2195,0,6920,219,873,196,2569,0,0,0,2070,6655,342,1228,7750,4285,1740,0,3866,781,69,18380,8524,7459,321,0,0,0,0,7300,230,86,0,2347,168,3909,971,0,0,49,18268,0,642,0,0,0,0,0,0,1446,0,140,0,0,1835,0,1045,0,0,0,0,0,418,297,0,0,0,0,7085,0,694,0,0,0,0,0,0,0,47,0,0,0,0,0,3,62,81,194,0,6,0,0,0,0,0,0,0,138,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,108,0,16,0,823,0,0,13,4878,0,0,4167,0,0,0,178,658,657,0,1410,34,186,5171,1420,0,1,0,2653,4744,0,27,3508,0,3588,0,0,0,576,481,0,4827,793,0,45,0,16,0,29452,438,389,0,3735,0,0,22220,0,7770,3852,0,8590,0,0,0,34,0,5071,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,59,0,0,5,0,24,101,572,1,0,0,372,9,4,0,0,0,144,0,111,69,0,0,0,0,0,136,24,0,0,0,0,0,22,1473,0,0,19,4,0,0,1,0,1492,0,1967,679,13730,0,0,8,5,0,0,4667,1,0,2542,213,0,2,332,0,0,0,18,0,0,0,6,0,0,0,0,0,12,0,0,0,52,6513,0,0,0,0,0,0,0,0,0,0,0,479,1255,0,0,311,0,5,167,0,1495,0,6710,261,568,0,0,0,0,0,0,9207,545,0,0,0,0,0,0,2067,4137,1797,0,1034,0,798,4257,0,0,0,0,0,0,0,0,0,0,0,0,0,2664,665,0,1554,0,1805,659,13,6,0,0,0,62,0,1655,0,0,915,1925,0,0,0,0,0,0,0,0,0,8,16340,0,0,0,0,0,0,0,0,0,18,0,0,0,11,0,170,0,13,0,6,1795,186,180,1141,4467,342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,5413,1592,1814,0,4593,8312,380,3324,3794,12799,1315,1497,2199,969,852,0,584,0,0,3473,0,0,265,0,7874
GCF_001457695.1,968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2587,0,0,784,0,0,0,0,0,0,0,0,0,0,0,0,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCA_025151535.1,732,0,0,0,0,0,979,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GCF_020687245.1,732,625,6,34,0,4887,350,392,14,0,0,0,0,0,0,0,0,7,0,0,6,0,0,1930,732,43,2626,127,21,36,225,616,67,1239,916,61,101,97,41,0,507,0,879,0,0,204,48,0,0,286,0,2083,739,386,312,980,361,0,3459,12,25,637,775,93,106,529,297,143,288,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,111,22,0,138,0,153,0,787,397,456,0,0,0,0,0,0,0,95,0,476,204,0,61,0,0,0,0,0,0,0,0,0,0,1162,5,0,107,0,0,0,0,0,0,2098,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3410,0,3072,0,0,0,668,0,0,2,0,0,2537,0,1,0,0,0,0,0,0,1566,0,1063,0,0,0,0,0,0,945,0,2401,0,828,0,7,0,0,0,0,0,3,819,0,0,0,0,3449,0,0,0,0,0,631,0,0,0,236,1948,0,0,0,0,0,369,0,425,0,59,0,0,0,881,0,0,0,5,3613,0,0,7,0,0,369,0,477,0,0,2724,10,0,0,0,0,0,1426,0,0,1168,0,227,4,20,0,0,0,0,0,0,0,0,0,403,0,0,0,0,2055,5,0,0,0,633,2,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,656,0,757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,8518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,88,0,0,65,0,0,0,488,12,0,0,0,0,0,0,0,0,0,0
